t,x,y,z
2025-09-28 10:54:12.433047,-0.0145263671875,-0.0146942138671875,-0.996917724609375
2025-09-28 10:54:13.679333,-0.014617919921875,-0.0146942138671875,-0.996917724609375
2025-09-28 10:54:14.399154,-0.014617919921875,-0.0134429931640625,-0.996917724609375
2025-09-28 10:54:15.552268,-0.014617919921875,-0.0134429931640625,-0.9967498779296875
2025-09-28 10:54:16.284676,-0.015350341796875,-0.0134429931640625,-0.9967498779296875
2025-09-28 10:54:17.403401,-0.015350341796875,-0.0128173828125,-0.9967498779296875
2025-09-28 10:54:18.146688,-0.015350341796875,-0.0128173828125,-0.9958343505859375
2025-09-28 10:54:19.286477,-0.014007568359375,-0.0121612548828125,-0.9958343505859375
2025-09-28 10:54:19.993693,-0.014007568359375,-0.0121612548828125,-0.9958343505859375
2025-09-28 10:54:21.160966,-0.0155029296875,-0.0121612548828125,-0.996185302734375
2025-09-28 10:54:21.825245,-0.0155029296875,-0.0121612548828125,-0.996185302734375
2025-09-28 10:54:22.984277,-0.0155029296875,-0.012481689453125,-0.996063232421875
2025-09-28 10:54:23.626568,-0.0155029296875,-0.012481689453125,-0.996063232421875
2025-09-28 10:54:24.892788,-0.0147857666015625,-0.012481689453125,-0.996063232421875
2025-09-28 10:54:25.421236,-0.0147857666015625,-0.012481689453125,-0.996063232421875
2025-09-28 10:54:26.806380,-0.0147857666015625,-0.0126495361328125,-0.996002197265625
2025-09-28 10:54:27.272872,-0.0147857666015625,-0.0126495361328125,-0.996002197265625
2025-09-28 10:54:28.660022,-0.0149078369140625,-0.013580322265625,-0.9964141845703125
2025-09-28 10:54:29.124127,-0.0149078369140625,-0.0134124755859375,-0.9964141845703125
2025-09-28 10:54:30.534390,-0.014892578125,-0.0134124755859375,-0.9960479736328125
2025-09-28 10:54:30.969322,-0.014892578125,-0.0134124755859375,-0.9960479736328125
2025-09-28 10:54:32.398544,-0.015289306640625,-0.013275146484375,-0.9962310791015625
2025-09-28 10:54:33.233822,-0.015289306640625,-0.013275146484375,-0.9962310791015625
2025-09-28 10:54:34.194086,-0.015716552734375,-0.013275146484375,-0.996337890625
2025-09-28 10:54:35.087203,-0.015716552734375,-0.013275146484375,-0.996337890625
2025-09-28 10:54:36.013493,-0.012298583984375,-0.0157012939453125,-0.992919921875
2025-09-28 10:54:36.931194,-0.0145111083984375,-0.0157012939453125,-0.99603271484375
2025-09-28 10:54:37.868546,-0.0145111083984375,-0.01336669921875,-0.99603271484375
2025-09-28 10:54:38.729751,-0.0145111083984375,-0.01336669921875,-0.99603271484375
2025-09-28 10:54:39.706524,-0.015533447265625,-0.0140380859375,-0.994232177734375
2025-09-28 10:54:40.559877,-0.01544189453125,-0.0140380859375,-0.994232177734375
2025-09-28 10:54:41.497735,-0.01544189453125,-0.0140380859375,-0.9953460693359375
2025-09-28 10:54:42.412272,-0.0166015625,-0.01416015625,-0.9953460693359375
2025-09-28 10:54:43.341228,-0.0166015625,-0.01416015625,-0.9953460693359375
2025-09-28 10:54:44.245217,-0.0166015625,-0.01397705078125,-0.9969940185546875
2025-09-28 10:54:45.628615,-0.01483154296875,-0.01397705078125,-0.9969940185546875
2025-09-28 10:54:46.105485,-0.01483154296875,-0.0124359130859375,-0.9969940185546875
2025-09-28 10:54:47.483325,-0.014556884765625,-0.0153350830078125,-0.9958953857421875
2025-09-28 10:54:48.376358,-0.013885498046875,-0.0153350830078125,-0.996337890625
2025-09-28 10:54:49.335099,-0.013885498046875,-0.0153350830078125,-0.996337890625
2025-09-28 10:54:50.221249,-0.0146026611328125,-0.013763427734375,-0.996337890625
2025-09-28 10:54:51.152775,-0.0146026611328125,-0.013763427734375,-0.9978485107421875
2025-09-28 10:54:52.175737,-0.01544189453125,-0.013427734375,-0.9978485107421875
2025-09-28 10:54:52.979484,-0.01544189453125,-0.013427734375,-0.995574951171875
2025-09-28 10:54:54.509325,-0.01544189453125,-0.014434814453125,-0.997955322265625
2025-09-28 10:54:54.815443,-0.0131988525390625,-0.014434814453125,-0.997955322265625
2025-09-28 10:54:56.330167,-0.0131988525390625,-0.011322021484375,-0.9964599609375
2025-09-28 10:54:57.477238,-0.0152435302734375,-0.011322021484375,-0.9964599609375
2025-09-28 10:54:58.172150,-0.0152435302734375,-0.011322021484375,-0.9971923828125
2025-09-28 10:54:59.348568,-0.0151519775390625,-0.0142059326171875,-0.9971923828125
